question_id,Source,question,answer_a,answer_b,answer_c,answer_d,answer_e,answer_f,answer_g,correct_answer,category,subdomain,age_group,pedagogical_subdomain,year,secondary_category,question_id_original,pred_gemma-3-27b,Latency_gemma-3-27b,TokensUsed_gemma-3-27b,TokensUsedCompletion_gemma-3-27b,TokensUsedReasoning_gemma-3-27b,pred_gemma-3-4b-it,Latency_gemma-3-4b-it,TokensUsed_gemma-3-4b-it,TokensUsedCompletion_gemma-3-4b-it,TokensUsedReasoning_gemma-3-4b-it,pred_o4-mini-2025-04-16,Latency_o4-mini-2025-04-16,TokensUsed_o4-mini-2025-04-16,TokensUsedCompletion_o4-mini-2025-04-16,TokensUsedReasoning_o4-mini-2025-04-16,pred_qwen-3-32b,Latency_qwen-3-32b,TokensUsed_qwen-3-32b,TokensUsedCompletion_qwen-3-32b,TokensUsedReasoning_qwen-3-32b,pred_fw-deepseek-r1-0528,Latency_fw-deepseek-r1-0528,TokensUsed_fw-deepseek-r1-0528,TokensUsedCompletion_fw-deepseek-r1-0528,TokensUsedReasoning_fw-deepseek-r1-0528,pred_claude-sonnet-4-5-20250929,Latency_claude-sonnet-4-5-20250929,TokensUsed_claude-sonnet-4-5-20250929,TokensUsedCompletion_claude-sonnet-4-5-20250929,TokensUsedReasoning_claude-sonnet-4-5-20250929,pred_gemini-2.5-flash-preview-09-2025,Latency_gemini-2.5-flash-preview-09-2025,TokensUsed_gemini-2.5-flash-preview-09-2025,TokensUsedCompletion_gemini-2.5-flash-preview-09-2025,TokensUsedReasoning_gemini-2.5-flash-preview-09-2025,pred_gemini-2.5-flash-lite-preview-09-2025,Latency_gemini-2.5-flash-lite-preview-09-2025,TokensUsed_gemini-2.5-flash-lite-preview-09-2025,TokensUsedCompletion_gemini-2.5-flash-lite-preview-09-2025,TokensUsedReasoning_gemini-2.5-flash-lite-preview-09-2025,pred_gemini-3-pro-preview,Latency_gemini-3-pro-preview,TokensUsed_gemini-3-pro-preview,TokensUsedCompletion_gemini-3-pro-preview,TokensUsedReasoning_gemini-3-pro-preview,pred_gpt-5.2-2025-12-11-medium,Latency_gpt-5.2-2025-12-11-medium,TokensUsed_gpt-5.2-2025-12-11-medium,TokensUsedCompletion_gpt-5.2-2025-12-11-medium,TokensUsedReasoning_gpt-5.2-2025-12-11-medium
93,Pedagogy Benchmark Luganda,"Omusomesa akolera wamu n’abayizi be ku mulamwa gw’ebintu eby’obuwangwa ebiggumire ebigenda. Okwanguya okutegeera, abalaga ebifaananyi eby’enjawulo ebiraga omulamwa guno. Mu ngeri ki eno wammanga mulimu ekyokulabirako ekituufu eky’ebintu eby’obuwangwa ebiggumire ebigenda?",Ebifaananyi byebiffo ebiwumulirwamu n'obukuumi bw'obutonde.,Ebifaananyi by'amayumba agalangiriddwa ng'ebintu by'eggwanga eby'omuwendo omungi,Ebisuwa ebyedda,Abantu abajukirwa nengero ezinyumizibwa ezeeda,,,,C,Creative arts,Teaching strategies,Secondary,,,,374,A,0.7305726999984472,1097,3,0,B,0.4206338000003597,1096,2,0,B,18.864249400001427,3220,2260,2240,B,8.072691100001975,1150,1,0,C,9.265791400001037,1490,353,,B,2.4316522000008263,1232,4,0,C,5.567002700001467,2030,1,943,B,1.04159260000597,1087,1,,D,9.716716499999166,1446,1.0,359,C,12.728635300009046,1507,547,537
94,Pedagogy Benchmark Luganda,"Soma embeera eno wammanga:
Omusomesa omuto ow’omwaka ogusooka mu Ssomero lya Middle ategekka omukolo abayizi be mwe bagenda okukolera ebifaananyi ebisiigwa ebweru butereevu, nga batwala omugendo gw’abayimbi aba Impressionist ng’ekyakulabirako.
Kuyiga ki okw’emabega, okwogeddwako ku nkola z’obuyimbi, kwe kwetaagisa abayizi bano okukola?
",Enkozesa  ya bifo ebiteekeddwa okumpi okutondawo ebitabuddwamu langi.,Okukozesa langi ezitali za bulijjo ku bintu eby'enjawulo ku ttaka.,Okukozesa langi za bulijjo nga z'eziba zisooka kungulu.,Okukozesa langi enzirugavu okukkiikirira ekisiikirize,,,,A,Creative arts,Student understanding,Secondary,,,,375,B,2.84970869999961,1131,3,0,B,0.4438368000046466,1130,2,0,A,4.002298300001712,1396,403,384,A,3.519285900001705,1402,225,281,D,19.899591399997007,1576,404,,B,2.6281073999998625,1263,4,0,A,4.85977709999861,1869,1,748,A,1.0272899999981746,1121,1,,A,8.076486799982376,1569,1.0,448,A,4.708653200010303,1143,150,140
95,Pedagogy Benchmark Luganda,"Ku mulundi ogusooka, abayizi b’omwaka ogusooka mu Siniya basoomozebwa okukozesa okubajja embawo ng’engeri y’okweyoleka. Okunnyonnyola tekiniki eno bw’eri, omusomesa akozesa ekyokulabirako okuva mu bulamu obwa bulijjo okukola olugero olufaanagana n’enkola y’okukola ekifaananyi ekibajiddwa. Ku ndagaano zino wammanga, eruwa erimu olugero oluyamba okunnyonnyola okubaja embawo kwe kwesigamiziddwa?",Ekiwandiiko ekikubiddwa okuva mu kyuma ekikuba empapula.,Ekiwandiiko okuva ku sitampu ya ssabawandiisi ku ssomero,Ekinkumu ku kaadi y’omuyizi eraga obuntu bwe,Akabonero k'engatto z'abayizi ku ttaka ly'ekibiina.,,,,B,Creative arts,Teaching strategies,Secondary,,,,376,A,0.7909742000047117,1144,3,0,B,0.9702187000002596,1143,2,0,D,12.36184559999674,2554,1555,1536,D,8.657490300000063,1645,458,541,D,28.52067800000077,2016,832,,D,2.7448349999976926,1274,4,0,B,4.069833000001381,1884,1,750,C,1.0414610000007087,1134,1,,B,13.10155629995279,1985,,852,B,6.237013900012244,1124,125,115
96,Pedagogy Benchmark Luganda,"Soma embeera eno:
Omusomesa mu kibiina kya 5/6 akola enteekateeka erimu ebitundu bisatu ebigenda bigaziya, n’ekigendererwa ky’okukulaakulanya mu bayizi be okuwuliriza okwawula n’okuyiga okusoma n’okuwandiika ebikwata ku miziki.
1. Ekitundu ekisooka mu nteekateeka eno kye kya kukola bifaananyi eby’obwereere ebigezako okukiikirira ebivuga ebivugiddwa okuva mu kuwuliriza n’engeri gye bikolamu.
3. Ekitundu ekyokusatu kye kya bayizi okugoberera ennyimba ennyangu, ezirina ebipimo bitono n’enkola ennyangu.
Kiki ekikolwa ekiyinza okuteekebwawo ku kitundu ekyokubiri oba eddaala ly’enteekateeka eno?
",Soma ekipande kya Koodi.,Soma ennukuta ezifaananye n'ennyimba.,Tonda ensengeka entongole.,Tonda ekifaananyi Kya Venn.,,,,B,Creative arts,Teaching strategies,Primary,,,,381,B,1.8451763999983088,1182,3,0,B,0.96415739999793,1181,2,0,B,5.156113199998799,1564,531,512,D,31.95440779999626,2521,1286,1284,C,11.943228900003303,1675,445,,B,2.093536799999129,1332,4,0,B,4.794916300001205,1959,1,787,B,1.0584068999960436,1172,1,,B,12.45974690001458,2067,1.0,895,C,4.569613299972843,1185,152,142
97,Pedagogy Benchmark Luganda,Soma embeera eno: Omusomesa mu kibiina ky'omunaana mu somero ateekateeka omutwe ogugenda okusomesa ogwa 'Enkola z'Okukulaakulanya Omuziki'. Kintu ki abayizi kye balina okuba nga bamanyi okusobola okutegeera ebiri mu mutwe guno ogugenda okusomesebwa?,Enjawulo,Omulembe gw'amaloboozi,Omutwe gw'oluyimba,Okukulakulanya oluyimba,,,,C,Creative arts,Student understanding,Secondary,,,,385,A,0.7936307000054512,1028,3,0,C,0.4644018999970285,1027,2,0,B,14.412914399996223,2846,1939,1920,D,12.012078300002033,1739,667,741,B,13.522732199999156,1536,466,,B,2.142300499996054,1157,4,0,C,3.4705579000001308,1598,1,580,D,0.4913746999955037,1018,1,,C,11.611417400010396,1774,1.0,756,C,4.6236894999747165,1076,169,159
98,Pedagogy Benchmark Luganda,"Soma embeera eno  wammanga: Mu ssomero lya Middle, omusomesa ayagala kukola wamu na abayizi be ku dizayini ye ebibuga nga bakola ebifanaanyi eby'enjawulo ebyeyolekera mukifo ky'olukale mu kitundu kya amasomero.  Ngeri ki wammanga enaakolera abayizi ku dizaayini y'ebibuga ,okusinziira ku byogeddwa waggulu?","Kuba ekifaananyi ky’endabika y’omulyango gw’essomero.
","TEEKI ebipande ebiraga engeri y'okukuuma n'okukozesa ebintu ebiterekebwa mu bibuga.
","Ddala eddamu okuteekateeka ekisenge nga kikolerwa okusobola okukijjukiza omuntu n'ebyo by'ayagala era n'ebimweraliikiriza.
","Teekateeka ebipande nga osinziira ku bye weetegereza ebyetaagisa mu ssomero.
",,,,D,Creative arts,Teaching strategies,Secondary,,,,405,D,2.999053300001833,1151,3,0,B,0.4622654999984661,1150,2,0,D,7.283281399999396,1925,915,896,B,3.678296500002034,1204,1,0,B,10.03275399999984,1469,279,,D,2.474263600000995,1281,4,0,C,4.446507599997858,1899,1,758,D,0.7376518000019132,1141,1,,D,20.061268499994185,2492,1.0,1351,D,4.003107000025921,1140,130,120
99,Pedagogy Benchmark Luganda,"Soma embeera eno: Mu kibiina ekyekumi nabiri, mu mutwe 'Okunoonyereza ku nnimi z'eby'obukugu ez'omulembe guno', omusomesa ayagala okunnyonnyola abayizi be, ng'ayita mu kikolwa, enkola y'okukola sitenso. Ku ngeri zino wammanga, engeri ki erimu ekikolwa ekisobola okunnyonnyola enkola eno?",Kuba akakomo ku ssente zekinusu  oluvannyuma ozinyige .,Siiga ekinusu era okinyige  ku lupapula.,koloboza ekkalaamu ku lupapula oluteereddwa ku ssente.,Teeka ekinusu ku lupapula osiige nga okyetolooza.,,,,D,Creative arts,Teaching strategies,Secondary,,,,406,B,0.7560995000021649,1095,3,0,B,0.4595254000014392,1094,2,0,C,10.8493729000038,2329,1363,1344,C,8.3937259000013,1524,391,439,C,13.404010999998718,1591,459,,D,2.6513007000030484,1218,4,0,D,3.582608699995035,1724,1,639,D,0.8399301999961608,1085,1,,D,21.115144399984278,2636,1.0,1551,C,9.862435699964408,1193,227,217
100,Pedagogy Benchmark Luganda,"Soma embeera eno: Omusomesa wamu n'abayizi be abali mu mwaka ogusooka, ku nkomerero y'oluwenda 'Okusiiga ebifanaanyi ku bipande',bagala abayizi baabwe okwolesa okwekkeneenya ebirubirirwa wammanga: Okwekkeneenya ebifanaanyi byabwe okulowooza enkolagana wakati w'ekigendererwa eky'okwolesa,ebintu ebirabika obulungi n'ebifanaanyi.'Kiki ekiyinza okukolebwa okusobola okugera okutuukirizibwa kw'ekigendererwa ekyogeddwako waggulu?","Basiima ebintu by’olulimi olw’obuwangwa ebikozesebwa mu pulojekiti zaabwe ez’ebifaananyi eby’oku bisenge.
","Banoonyeereza ebifaananyi byabwe eby'oku bisenge nga basinziira ku mutwe gw'ekigambo, ebintu ebikozeseddwa ebitaaggwaawo, langi, enkula, n'emirongo egiri mu kikungo.
","Bagezesa ebintu eby'enjawulo okusinziira ku mutwe gw'omulimu gwabwe.
","Bateekawo emikwano wakati w'ebintu ebikozesebwa ebitali bya bulabe mu pulojekiti n'enkula, ennyiriri, langi, n'emitendera egy'ateesebwa.
",,,,B,Creative arts,Assessment,Secondary,,,,407,B,0.6999715999991167,1258,3,0,B,0.9783660000030068,1257,2,0,B,13.610494999993534,2728,1619,1600,B,6.379442099998414,1658,337,452,B,18.21597440000187,1665,352,,B,2.727219899999909,1414,4,0,B,5.528006400003505,2224,1,976,B,0.9234291999964626,1248,1,,B,20.12857350002741,2799,1.0,1551,B,3.797825899964664,1204,95,85
101,Pedagogy Benchmark Luganda,"Omusomesa, mu kibiina eky'okutaano, ng'akozesa omutendera Gw'okuwuliriza n'Okusiima, akola omusomo ogw'emirundi egiwerako, ogugenda okumalirizibwa n'omulimu ogugenda okubalirwa okusobola okukebera ekigendererwa ""Okwolesa enneewulira, ebirowoozo, n'endowooza eziweebwa ennyimba"". Mu biraga by'okukebera bino wammanga, kiki ekiraga ekigendererwa ky'okuyiga ekigguddwawo?",Baleeta eri abantu bonna emirimu gye bakola mu kiseera kyonna eky’okusoma.,Banyumirwa nnyo okuwuliriza ennyimba ez'ebivuga n'ez'okuyimba.,Balaga obuntubulamu mu nnyimba zaabwe nga buli omu ku lulwe nolw'abangi.,"Bayimba era ne bakuba enyimba eziva mu nsi ez'enjawulo, nga bateeka essira ku bulungi bw'amaloboozi mu nnyimba zaabwe.",,,,B,Creative arts,Assessment,Secondary,,,,410,D,1.821885100005602,1181,3,0,B,0.9784355000010692,1180,2,0,B,5.316843299995526,1563,531,512,D,2.2024480999971274,1233,1,0,B,24.230893699997974,1588,362,,C,2.4777037000021664,1325,4,0,C,4.960469899997406,2044,1,873,C,0.9575380999958724,1171,1,,C,21.622515900002327,2629,1.0,1458,C,2.458649299980607,1111,79,69
102,Pedagogy Benchmark Luganda,Mukibiina ekyo munaana omusomesa ayanjulira abayizi be mungeri  gyebayinza okukola enkyukakyuka mu bubonero bwabwe.Bintu ki omuyizzi byalina okumaliriza okusobola okukwasaganya ebiteesedwa waggulu?,Okutegeera obubonero bw'emisinde gy'ennyimba (Tempo),Okusoma ebigambo mu ngeri etegeerekeka.,"Okukola obulungi ritardando, accelerando, ne rubato",Okunoonyereza ku nvuga yenkyukakyuka ye bikozesebwa,,,,D,Creative arts,Student understanding,Secondary,,,,413,C,2.199338499995065,1047,3,0,A,0.5536897999991197,1046,2,0,C,7.270692600002803,1581,659,640,C,6.67476020000322,1448,354,406,C,11.033330099999148,1484,392,,C,3.228133900003741,1180,4,0,C,3.800004199998512,1646,1,609,C,0.8657072999994853,1037,1,,C,15.007759300002364,1960,1.0,923,C,3.496347100008279,1038,116,106
103,Pedagogy Benchmark Luganda,"Mu kitundu ""Okunnyonnyola ennyimba z'omu kibuga"", omusomesa asaba omukubi wa ggita ento mu kibiina okukoppolola oluyimba oluwandiikiddwa okukubibwa n'eggita. Magezi ki abayizi gebalina okukozesa okusobola okugyayo omudido ogwetaagibwa ?",Okusoma ennukuta z'ekivuvvuulo kya ggita,Okusoma akabonero k'okutumbuula,Okusoma akalambuluzo k'Amerika,Okusoma  entambula ya ggita,,,,B,Creative arts,Student understanding,Secondary,,,,416,A,0.6858511999962502,1048,3,0,B,1.0372776000003796,1047,2,0,B,9.61618439999438,1902,980,960,D,7.84657850000076,1498,407,449,D,17.025884100003168,1701,610,,B,2.4789534000010462,1176,4,0,D,5.27320360000158,1920,1,882,A,1.0247805999970296,1038,1,,C,20.492816899961326,2397,,1360,D,3.956765100010671,1077,155,145
104,Pedagogy Benchmark Luganda,"Mu kino ky'essomo “Okubumba n'engeri obutonde bw'abantu gyebalabibwaamu”, mu kibiina eky'omusanvu, omusomesa akola okukebera okuyamba okumanya obukugu bw'abayizi nga bakola pulojeketi y'okubumba ebifaananyi by'abantu. Mu kukebera kuno, omusomesa akizuula nti abayizi balina obuzibu okutegeera amakulu g'okulaga endowooza y'omuntu n'engeri omuntu gy'akozesaamu emikono n'omubiri okumwawula. Ku mirimu gino wamanga, mulimu ki ogusinga okuba omulungi okukozesa okuyamba abayizi okugonjoola obuzibu buno?",Laga ensobi eziri mu ngeri feesi gye zilagiddwamu mu birowoozo by'abayizi era obabuulire lwaki zibaddewo.,Laga obuzibu obuzzeemu okulabika mu bifaananyi ebiraga endowooza y’omuntu era nonnyola emitendera egigoberelwa mu kulambika n’ebipimo ebigendererwa.,Tegeka omwoleso gw'ebikozesebwa ebyogera ku ngeri y'okweyoleka era weekenneenye ebirimu ebiraga obuzibu mu bifaananyi by'abakugu abalina amannya.,Nnyonnyola mu bujjuvu emiramwa gy’ekigereeso egy’ekitundu ekikwata ku bintu ebiraga endowooza mu byebijagalaggo era olongoose obubonero obukozesebwa okukebera ebintu abayizi bye bazibuwalirwa ennyo.,,,,C,Creative arts,Teaching strategies,Secondary,,,,418,B,1.52514119999978,1321,3,0,B,1.2375471999985166,1320,2,0,B,7.904791599998134,2014,851,832,B,12.5708958000032,2166,790,1018,B,9.077467000002798,1668,298,,B,2.3509468999982346,1484,4,0,B,5.852750400001241,2442,1,1131,B,0.9752940000034868,1311,1,,B,13.835005799948703,2139,1.0,828,B,3.3762824999867007,1264,101,91
105,Pedagogy Benchmark Luganda,"Omusomesa wa pulayimale yalagidde abayizzi be ab'ekibiina eky'okusattu okusoma nga bwebaddamu olugero olumpi olulagibbwa ku lutimbe. Mukusooka, bali bakusoma kinnomu atte mukasirise, oluvanyumma, baatule, nga bagoberera obubonero obwempandika. Kika ki eky'okuyiga ekifuna mu mu bikolwa ebilagiddwa?",Okukuguka mu byensoma,Okuzzamu ammanyi okusoma okw'okutegera,Okwekeneenya enjatula y'ebigambo,Okummanya okusoma okw'obubonero,,,,C,Creative arts,Assessment,Secondary,,,,420,B,0.7857469000009587,1067,3,0,B,0.4593415999988792,1066,2,0,D,7.1693796000035945,1787,851,832,B,5.649999300003401,1461,343,449,D,10.171807099999567,1470,362,,D,2.762845999997808,1195,4,0,D,3.5871858000027714,1668,1,611,B,1.0008194999973057,1057,1,,A,7.228357499989215,1450,1.0,393,D,2.690313700004481,1023,87,77
106,Pedagogy Benchmark Luganda,"uganda Question
Omusomesa ateekateeka essomo ly'ekibiina eky'omukaaga, ng'ekigendererwa kye kiri ""Okukola omulimu ogwesigamiziddwa ku buyiiya .""
Ku mirimu gino  wammanga kye kisinga okuba ekituufu, ng'entandikwa, abayizi okutuukiriza ekigendererwa kino?",Kebera emirimu egikoleddwa bannabwe  era olage ogaba endowooza zaabwe.,Kola ebifaananyi nga osinziira ku mulamwa oguweereddwa era obilage eri abayizi,"Londa omulamwa oguliwo, era ogulage nga weyambisa ebikolwa.",kozesa ebinti ebitali bwa buwangwa bye basudde oyangye omulamwa.,,,,D,Creative arts,Teaching strategies,Secondary,,,,422,C,1.6033663999987766,1102,3,0,B,0.4711939999979222,1101,2,0,C,4.719951500002935,1498,531,512,D,6.857713299999887,1559,409,520,A,9.887575900000227,1447,306,,B,2.3161428999956115,1232,4,0,C,4.6566399000003,1902,1,810,C,1.0578920999978436,1092,1,,B,72.63082699995721,6909,1.0,5817,C,6.6121620000340044,1189,222,212
107,Pedagogy Benchmark Luganda,"Mukibiina Kya siniya ekyo mwaka ogwokusatu, mu buli kitundu "" ky'okutegeka  ebivuga,"" omusomesa ateekerateekera ebibiina nekiruubirirwa nti abayizi babangawo / bateekawo amateeka gabwe nga Bob mu kuyiiya. Eriwa ku zino engeri eyinza okuba eyomulaka oba eyenkizo kwebyo ebitegekeddwa okukolebwa enaabasobozesa okutuukiriza ekiruubiriwa kye omusomesa?","Babangawo oba batandikawo entabula yebigambo,booleka eneeyisa yabyo, era nebategeka ebivuga mumaloboozi agategekeddwa oba agakwatagana obulungi, nga balondako ago aggiira ddala mu bigambo ebitegekeddwa.  Ekyamaxima bategeka oluyimba, nebatereeza ensobi, olwo nebalwanjula eri banaabwe abekinywi abo ababawa endowooza yabwe ku bivuddemu ebyenkomeredde.","Bawaayo endowooza zaabwe nga abantu ssekinoomu eri banaabwe mu kibiina, balondako endowooza ekiikirira boiling  ekibiina ate nga eyoleka ekyo kyebeetaagira ddala mu kuyimba. Olwo nebetendeka era nabaluyimba oba nebaluweereza eri abantu nga ekibinja. Ekituufu bekeneenya ebyo ebiba bivuddemu nga bakola ennongoosereza kulwokuweereza oba okuyimba okwakamalirizo.","Bateekawo okusoomozebwa era nebabangawo endowooza ezisooka okubasobozesa okufaayo ennyo mukuteekateeka ebyo ebinaabasobozesa okweyongerayo nomulimu ogwo. Kyamazima bakola ebintu bingi mukwegezaamu era nebekeneenya nenvuga mukusookera ddala awo nebaddamu okwekeneenya , nebatereeza ensobi awo nebagabana ebyo ebirowoozo ebibaddiddwamu banaabwe abekinywi wamu ne omusomesa.","Bawuliriza ekitundu oba oluyimba olulondeddwa omusomesa, nebeekeneenya ebyo ebikozeseddwa mu kuluyiiya. Betendeka obutundu obwenjawulo  nebivuga ebyabwe awo nebaluyimba , oluvannyuma nebalukozesa okuyiiya ezaabwe mumbeera endala naye nga bassa ekitiibyo mwe byo ebyagobererwa okuyiiya olwasooka.",,,,C,Creative arts,Teaching strategies,Secondary,,,,424,C,0.7104260999985854,1529,3,0,B,1.0009402000068803,1528,2,0,C,8.106186000004527,2290,915,896,B,8.50077830000373,2228,586,771,C,17.604693299996143,2162,538,,C,2.4571006999976817,1732,4,0,D,7.831154499996046,3014,1,1495,A,1.0480662999980268,1519,1,,C,16.32522409997182,2543,1.0,1024,C,7.923788700019941,1633,258,248
108,Pedagogy Benchmark Luganda,"Omusomesa mu kibiina eky’abali mu mwaka ogw’okubiri mu ssomero lya siniya ateekateeka okukolera awamu n’abayizi ku kumanya enjawulo mu bitundu by’ennyimba ezimanyiddwa nga bayita mu kuwulira. Okukola kino, mu masomo agamu, abayizi bagenda kuwuliriza ennyimba ezirondeddwa era bawandiike mu bukwati bwabwe ebitundu bya buli lumu (olunyiriri, oluyimba oluddwamu, akawungeezi, n’ebirala), ebitundu bye bitegeeza bigenda kuyigirizibwa mu myito gyonna egenda okukolebwa. Bukugu ki obw’okuwulira abayizi bwe balina okuba nabwo okusobola okuyiga ebipya bino obulungi?
",Okusosola enjawulo z'ennyimba ennyangu.,Okuzuula enkomekkerezo y'amayimba.,Okuzuula okuddingana kw'amaloboozi n'enjawulo.,Okutegeera enjawulo z'ekibiri,,,,C,Creative arts,Student understanding,Secondary,,,,425,D,2.584477300006256,1176,3,0,A,0.9786314000011772,1175,2,0,B,7.975311999995029,1944,915,896,C,5.785143300003256,1598,377,468,C,8.696004299999913,1537,312,,B,2.3313061999942875,1320,4,0,C,4.766945100003795,1977,1,811,C,0.929123600006278,1166,1,,C,8.372242900019046,1686,1.0,520,C,3.744897499971557,1092,63,53
109,Pedagogy Benchmark Luganda,"Omusomesa Ali mukukola pulojekiti. Omusomesa ayagala okukozesa ebikozesebwa bibiri eby'okukebera. Ekikozesebwa ekisooka kyakukozesebwa mu nkola okurekodiya omutendera ogw'obukozi obw'omulimu obuggweereddwaawo mu buli kibiina, ate ng'ekikozesebwa eky'okubiri kyakukozesebwa ku nkomerero y'omulimu okwongera ku bukugu bw'abayizi okufumiitiriza ku nkulaakulana y'omulimu.

Mu ngeri ki ennungi esinga eyewooza, ebikozesebwa eby'okukebera ebisinga okutuukana n'ebigendererwa by'omusomesa?",Olukalala lw'eby'okukakasa n'akabonero k'omuntu kinnoomu,Empapula erimu ebyawandiikibwa eby'obukakafu n'ekipimo ky'omutindo ky'ekibiina,Omubuulo ogw’okwekebejja n’okulambika ebikolwa by’abayizi,Omutindo gw'okusiima n'ekyokulabirako ekikuyamba okwekebera.,,,,D,Creative arts,Assessment,Secondary,,,,428,C,0.8436740000033751,1216,3,0,B,1.0046841000003042,1215,2,0,B,7.6001419000022,1910,851,832,C,12.789985600000364,1975,709,934,C,8.603297000001476,1544,290,,B,3.6955123000007006,1359,4,0,D,5.531803400001081,2249,1,1043,A,0.8077842999991844,1206,1,,D,49.85198899998795,5123,,3918,C,14.50418059999356,1703,644,634
110,Pedagogy Benchmark Luganda,"Mu ssomero lya siniya ery’okusatu, omusomesa akola omutwe ogw’okuyiga ogukwata ku miziki egiriwo kati. Emu ku bigendererwa bye okuyigiriza kwe kuno: ""Okutegeera mu bw’endowooza ne mu kuwulira engeri enzirukanya n’endabika y’oluyimba gye bitegekeddwa."" Ku ngeri zino wammanga, eruwa eraga omutindo gw’omuyizi gwe bateekwa okutuukako ogukwatagana n’ekigendererwa ekyo?",Kutondawo oluyimba olulina ekitundu ekisooka n’ekiddako,Kitegeera ebitundu by'oluyimba olwa poopu,Kyekenneenya engeri enkula ya bi-thematic rondo  ebirina emitwe ebiri gye bitegekeddwa.,Ategeera engeri enkulu ez’ekitundu ky’omuziki ekikubiddwa nga tekiriko muyimbi.,,,,B,Creative arts,Assessment,Secondary,,,,430,C,1.749099299995578,1145,3,0,C,0.5541831000009552,1144,2,0,B,5.665409400004137,1411,403,384,B,2.0748051999980817,1421,218,281,C,12.456249399998342,1630,434,,C,3.2743559000009554,1283,4,0,B,5.328127100001439,1999,1,864,C,0.965107900003204,1135,1,,B,11.58318140002666,1932,1.0,797,C,3.2966876000282355,1099,91,81
111,Pedagogy Benchmark Luganda,"Omusomesa w’abaana abato nga kole n’abaana abakulu  agenda kutekateeka ebintu eby’enjawulo mu kiseera ky’ekibiina ekinene okukubiriza ekigendererwa kino okuva mu kitundu ky’Ennimi z’Obuyiiya: “Okukoppa ebikolwa, entambula, n’amaloboozi okuva mu mbeera yaabwe ey’amakulu, okuyita mu ngeri ez’enjawulo.” Ku bino wammanga, kiki ekikolwa ekiyigiriza ekikkiriza okutuukiriza ekigendererwa ekyatuukiddwaako?",Wa abaana olugero olw'ekisimulo era obasabe okukola ekikwaso ky'omuntu gwe baasinze okwagala mu lugero olwo.,Leetela abaana ebifaananyi by'ebisolo eby'enjawulo ebirina engeri gye bivuga era obabuulire okubategeera nga babiyita amannya.,"Muwandiise abaana okuzannya omuzannyo gwa ""Simon agamba"" era mulage, nga mukozesa bigambo bya mukono, ebintu eby'enjawulo bye balina okunoonya n'okuleeta.","Yita abaana okuyimba n'okuzina ennyimba ezirimu okukola ebikolwa, gamba nga ""To the Sound of the Crocodile"" ne ""The Monster of the Lagoon.""",,,,D,Creative arts,Teaching strategies,Pre-primary,,,,443,C,4.807014300000446,1251,3,0,B,0.4536081000042031,1250,2,0,C,7.09380339999916,1947,851,832,B,7.4854121999960626,1655,353,470,D,23.199133699999948,2225,926,,D,3.0267098999975133,1407,4,0,D,5.344843399994716,2212,1,971,C,0.8242248000024119,1241,1,,D,9.974492500012277,1913,1.0,672,D,3.0039204000495374,1181,85,75
112,Pedagogy Benchmark Luganda,"Omusomesa wa pulayimale yalagidde abayizzi be ab'ekibiina eky'okusattu okusoma nga bwebaddamu olugero olumpi olulagibbwa ku lutimbe. Mukusooka, bali bakusoma kinnomu atte mukasirise, oluvanyumma, baatule, nga bagoberera obubonero obwempandika. Kika ki eky'okuyiga ekifuna mu mu bikolwa ebilagiddwa?",Okukuguka mu byensoma,Okuzzamu ammanyi okusoma okw'okutegera,Okwekeneenya enjatula y'ebigambo,Okummanya okusoma okw'obubonero,,,,C,Creative arts,Assessment,Pre-primary,,,,444,B,3.6939480999935768,1067,3,0,B,0.4506528999991133,1066,2,0,D,6.69716299999709,1723,787,768,A,34.83458970000356,1652,534,558,B,10.579650200001195,1509,401,,D,2.6226480000041192,1195,4,0,D,3.868198099997244,1668,1,611,B,0.8222632000033627,1057,1,,A,7.469637500005774,1450,1.0,393,D,2.907561199972406,1003,67,57
